perturbation,matched_cosine,matched_pearson_r,specificity_z,gene_specific_p,within_K562_residual,within_RPE1_residual,cross_K562tgt_RPE1basis_residual,cross_RPE1tgt_K562basis_residual,within_K562_reachcos,cross_K562tgt_reachcos,within_RPE1_reachcos,cross_RPE1tgt_reachcos,verdict_within_K562,verdict_cross_K562tgt,verdict_within_RPE1,verdict_cross_RPE1tgt,recipe_jaccard_sametarget,recipe_jaccard_K562_crossbasis,recipe_jaccard_RPE1_crossbasis
DNMT1,0.0233,0.0215,3.775,0.0200,0.9555,0.6767,0.9915,0.7908,0.2948,0.1304,0.7363,0.6121,1,0,1,1,0.0526,0.0526,0.0000
DOHH,0.3314,0.3293,6.761,0.0000,0.8517,0.9196,0.9723,0.9402,0.5241,0.2336,0.3929,0.3406,1,1,1,1,0.1111,0.0526,0.1765
DPH2,0.2136,0.1920,5.590,0.0000,0.8453,0.4895,0.9658,0.7036,0.5342,0.2591,0.8720,0.7106,1,1,1,1,0.1111,0.1111,0.1111
DR1,0.2555,0.2171,1.583,0.0050,0.8708,0.5187,0.9344,0.7232,0.4916,0.3563,0.8549,0.6906,1,1,1,1,0.0526,0.2500,0.1111
DRAP1,0.4118,0.4054,5.166,0.0000,0.8823,0.8715,0.9592,0.9029,0.4707,0.2828,0.4904,0.4298,1,1,1,1,0.1111,0.1111,0.1111
DSN1,0.5158,0.5107,0.752,0.1350,0.3815,0.4450,0.7170,0.6803,0.9244,0.6970,0.8955,0.7329,1,1,1,1,0.1111,0.0000,0.0526
DTL,0.4140,0.4300,1.016,0.0700,0.5344,0.4584,0.8132,0.6754,0.8452,0.5820,0.8887,0.7374,1,1,1,1,0.0000,0.0000,0.0526
DUT,0.1961,0.2033,1.251,0.0550,0.7641,0.4732,0.9409,0.6835,0.6451,0.3386,0.8809,0.7300,1,1,1,1,0.0000,0.0000,0.0526
DYNC1H1,0.4569,0.4586,1.415,0.0000,0.5296,0.5745,0.8072,0.7442,0.8482,0.5903,0.8185,0.6680,1,1,1,1,0.1765,0.0000,0.0526
DYNC1I2,0.4699,0.4899,1.147,0.0150,0.4613,0.3623,0.7816,0.6390,0.8873,0.6238,0.9321,0.7692,1,1,1,1,0.0526,0.0000,0.0526
DYNLL1,0.2843,0.2670,0.908,0.1150,0.7751,0.6379,0.9032,0.7753,0.6318,0.4292,0.7701,0.6316,1,1,1,1,0.0000,0.0526,0.1111
DYNLRB1,0.3162,0.3329,0.425,0.4550,0.6250,0.4679,0.8382,0.7087,0.7806,0.5453,0.8838,0.7055,1,1,1,1,0.0526,0.0000,0.0526
E4F1,0.3111,0.3194,0.333,0.3900,0.6772,0.4256,0.8417,0.7358,0.7358,0.5400,0.9049,0.6772,1,1,1,1,0.2500,0.2500,0.1765
EBNA1BP2,0.3196,0.3302,0.844,0.1700,0.5731,0.3232,0.8454,0.6581,0.8195,0.5342,0.9463,0.7530,1,1,1,1,0.0526,0.0526,0.0526
ECD,0.3968,0.4068,2.108,0.0050,0.6320,0.3866,0.8714,0.6784,0.7750,0.4906,0.9223,0.7347,1,1,1,1,0.1765,0.0526,0.0526
EEF1G,0.4022,0.3937,4.613,0.0000,0.6543,0.4254,0.9022,0.6917,0.7562,0.4313,0.9050,0.7221,1,1,1,1,0.1111,0.2500,0.1765
EEF2,0.3810,0.3893,3.694,0.0000,0.6774,0.4614,0.9021,0.7466,0.7356,0.4315,0.8872,0.6653,1,1,1,1,0.1111,0.1111,0.0526
EFTUD2,0.5269,0.5255,1.577,0.0100,0.3941,0.1818,0.7624,0.6324,0.9191,0.6471,0.9833,0.7746,1,1,1,1,0.1765,0.0526,0.0526
EIF1AX,0.6335,0.6155,2.139,0.0000,0.5734,0.3220,0.7575,0.6342,0.8193,0.6528,0.9467,0.7732,1,1,1,1,0.0526,0.1765,0.0526
EIF2B1,0.4237,0.4136,2.520,0.0150,0.4937,0.2621,0.8407,0.5982,0.8696,0.5415,0.9650,0.8013,1,1,1,1,0.1111,0.0526,0.1111
EIF2B2,0.6120,0.6100,2.008,0.0000,0.2102,0.1640,0.7205,0.6030,0.9777,0.6934,0.9865,0.7977,1,1,1,1,0.1765,0.0526,0.0526
EIF2B3,0.5463,0.5372,2.004,0.0150,0.3629,0.1841,0.7681,0.6039,0.9318,0.6404,0.9829,0.7971,1,1,1,1,0.1765,0.0526,0.0000
EIF2B4,0.5846,0.5847,2.120,0.0000,0.2102,0.2274,0.7339,0.6365,0.9777,0.6792,0.9738,0.7713,1,1,1,1,0.2500,0.0000,0.0000
EIF2B5,0.6031,0.6035,2.233,0.0000,0.1912,0.1727,0.7284,0.5965,0.9816,0.6851,0.9850,0.8026,1,1,1,1,0.2500,0.0000,0.0526
EIF2S1,0.5843,0.5945,1.825,0.0000,0.2287,0.2440,0.7263,0.6686,0.9735,0.6873,0.9698,0.7436,1,1,1,1,0.1765,0.0000,0.0000
EIF2S2,0.3660,0.3880,2.672,0.0050,0.5299,0.3416,0.8740,0.6946,0.8481,0.4859,0.9398,0.7194,1,1,1,1,0.0000,0.0526,0.0000
EIF2S3,0.5382,0.5545,1.653,0.0050,0.3555,0.2505,0.7598,0.6652,0.9347,0.6502,0.9681,0.7467,1,1,1,1,0.1111,0.0526,0.0000
EIF3A,0.4823,0.5216,2.183,0.0050,0.3043,0.2762,0.8058,0.6359,0.9526,0.5922,0.9611,0.7717,1,1,1,1,0.2500,0.0526,0.0000
EIF3B,0.5155,0.5323,1.788,0.0000,0.5328,0.2050,0.8053,0.6150,0.8462,0.5929,0.9788,0.7885,1,1,1,1,0.1111,0.0000,0.0526
EIF3CL,0.3007,0.3055,3.297,0.0000,0.7297,0.1848,0.9272,0.6081,0.6837,0.3746,0.9828,0.7939,1,1,1,1,0.1111,0.0526,0.0526
EIF3D,0.6787,0.6648,1.689,0.0000,0.4187,0.3764,0.7068,0.6508,0.9081,0.7074,0.9265,0.7592,1,1,1,1,0.2500,0.3333,0.1765
EIF3E,0.4800,0.4777,2.984,0.0000,0.5646,0.2674,0.8492,0.6281,0.8254,0.5280,0.9636,0.7781,1,1,1,1,0.1111,0.1765,0.1765
EIF3I,0.4508,0.4969,2.149,0.0050,0.5370,0.2394,0.8320,0.6311,0.8436,0.5547,0.9709,0.7757,1,1,1,1,0.1765,0.1111,0.0526
EIF3J,0.3763,0.3742,2.604,0.0000,0.7848,0.7178,0.8913,0.7920,0.6198,0.4535,0.6962,0.6105,1,1,1,1,0.0526,0.1765,0.1765
EIF3M,0.6175,0.6062,3.248,0.0000,0.5081,0.3779,0.8014,0.6540,0.8613,0.5981,0.9258,0.7565,1,1,1,1,0.1111,0.1765,0.1111
EIF4E,0.5919,0.5828,3.402,0.0000,0.4630,0.4352,0.8138,0.6691,0.8864,0.5811,0.9003,0.7432,1,1,1,1,0.1765,0.1111,0.1111
EIF4G1,0.5286,0.4976,2.172,0.0000,0.4614,0.4367,0.7957,0.6661,0.8872,0.6057,0.8996,0.7459,1,1,1,1,0.1765,0.1111,0.2500
EIF4G2,0.5866,0.5645,1.735,0.0000,0.6375,0.7143,0.8066,0.7974,0.7704,0.5911,0.6998,0.6035,1,1,1,1,0.1111,0.0526,0.1765
EIF5A,0.4204,0.4133,2.146,0.0000,0.6438,0.4125,0.8735,0.6743,0.7652,0.4869,0.9109,0.7384,1,1,1,1,0.1765,0.1111,0.0000
EIF6,0.1745,0.1969,0.495,0.3100,0.4811,0.2210,0.8937,0.6283,0.8766,0.4486,0.9753,0.7780,1,1,1,1,0.1111,0.0000,0.0000
ELP3,0.3595,0.3595,3.318,0.0000,0.8100,0.2977,0.9075,0.6223,0.5865,0.4200,0.9547,0.7828,1,1,1,1,0.2500,0.1111,0.1111
ELP5,0.3431,0.3207,2.898,0.0000,0.7783,0.4397,0.9111,0.6693,0.6279,0.4123,0.8981,0.7430,1,1,1,1,0.1765,0.2500,0.1111
EP400,0.3874,0.3917,1.427,0.0000,0.4660,0.5640,0.8520,0.7599,0.8848,0.5235,0.8257,0.6500,1,1,1,1,0.2500,0.1111,0.1111
EPRS,0.3864,0.3827,2.296,0.0000,0.6898,0.3278,0.8990,0.6354,0.7240,0.4379,0.9447,0.7722,1,1,1,1,0.0000,0.1111,0.0526
ERCC2,0.2185,0.2255,1.561,0.0200,0.6395,0.3669,0.8985,0.7107,0.7688,0.4389,0.9303,0.7034,1,1,1,1,0.1765,0.0526,0.0526
ERCC3,0.1474,0.1609,1.633,0.0300,0.7137,0.4381,0.9142,0.7203,0.7004,0.4052,0.8989,0.6937,1,1,1,1,0.2500,0.1111,0.0000
ERH,0.5866,0.5916,1.163,0.0150,0.4806,0.4884,0.7033,0.6717,0.8769,0.7109,0.8726,0.7408,1,1,1,1,0.1111,0.0526,0.1111
ETF1,0.5186,0.5139,1.716,0.0250,0.4703,0.2904,0.7786,0.6800,0.8825,0.6275,0.9569,0.7333,1,1,1,1,0.1111,0.0526,0.0000
EXOC7,0.3213,0.3174,2.101,0.0100,0.7350,0.4384,0.8923,0.6926,0.6781,0.4515,0.8988,0.7213,1,1,1,1,0.1111,0.1111,0.0526
EXOSC2,0.4957,0.5178,2.897,0.0050,0.2837,0.4066,0.7223,0.6656,0.9589,0.6916,0.9136,0.7463,1,1,1,1,0.3333,0.3333,0.0526
EXOSC3,0.3689,0.3939,3.172,0.0000,0.4839,0.2535,0.8094,0.6158,0.8751,0.5873,0.9673,0.7879,1,1,1,1,0.3333,0.0526,0.1111
EXOSC4,0.4830,0.4986,3.338,0.0000,0.3854,0.2546,0.7478,0.6113,0.9227,0.6639,0.9670,0.7914,1,1,1,1,0.5385,0.1111,0.0526
EXOSC5,0.5136,0.5174,2.668,0.0050,0.5144,0.3097,0.7595,0.6218,0.8575,0.6505,0.9508,0.7832,1,1,1,1,0.5385,0.1765,0.0526
EXOSC7,0.4235,0.4216,3.521,0.0000,0.6054,0.3080,0.7858,0.6175,0.7960,0.6184,0.9514,0.7866,1,1,1,1,0.2500,0.1765,0.0526
EXOSC8,0.5043,0.5176,2.501,0.0050,0.3833,0.2941,0.7196,0.6127,0.9236,0.6944,0.9558,0.7903,1,1,1,1,0.4286,0.1765,0.0526
EXOSC9,0.4716,0.4730,2.601,0.0050,0.5886,0.3618,0.8024,0.6477,0.8084,0.5968,0.9322,0.7619,1,1,1,1,0.3333,0.1765,0.1111
FAM136A,0.2345,0.2399,-0.486,0.7500,0.4868,0.8607,0.7925,0.9070,0.8735,0.6098,0.5091,0.4212,1,1,1,1,0.0000,0.0000,0.1111
FAM32A,0.5204,0.5131,1.896,0.0150,0.3702,0.3437,0.7691,0.6743,0.9289,0.6391,0.9391,0.7384,1,1,1,1,0.1111,0.0526,0.0526
FAM50A,0.4697,0.4640,4.777,0.0000,0.6600,0.6597,0.8648,0.7751,0.7513,0.5022,0.7515,0.6318,1,1,1,1,0.0526,0.0526,0.0526
FARSA,0.5809,0.5609,1.951,0.0150,0.3846,0.2684,0.7394,0.6245,0.9231,0.6733,0.9633,0.7810,1,1,1,1,0.0526,0.0000,0.0000
FARSB,0.4879,0.4750,2.066,0.0100,0.4450,0.3884,0.8018,0.6518,0.8955,0.5976,0.9215,0.7584,1,1,1,1,0.2500,0.1111,0.0000
FNTA,0.3720,0.3798,2.099,0.0150,0.7361,0.3580,0.8441,0.6426,0.6768,0.5362,0.9337,0.7662,1,1,1,1,0.1111,0.1111,0.1111
FTSJ3,0.4688,0.4687,1.734,0.0000,0.4583,0.2577,0.8079,0.6933,0.8888,0.5893,0.9662,0.7207,1,1,1,1,0.1765,0.1111,0.1111
GAR1,0.0384,0.0740,0.132,0.4000,0.8059,0.4548,0.9248,0.7161,0.5920,0.3804,0.8906,0.6980,1,1,1,1,0.0526,0.1111,0.0526
GARS,0.1581,0.1835,3.958,0.0000,0.8782,0.4868,0.9787,0.7368,0.4783,0.2054,0.8735,0.6761,1,1,1,1,0.0000,0.0000,0.0526
GBF1,0.6307,0.6279,1.828,0.0050,0.4369,0.4117,0.6640,0.7362,0.8995,0.7477,0.9113,0.6768,1,1,1,1,0.1111,0.1765,0.1765
GEMIN5,0.4321,0.4149,2.198,0.0000,0.5771,0.2361,0.8341,0.6493,0.8167,0.5515,0.9717,0.7606,1,1,1,1,0.3333,0.1765,0.1111
GFER,0.2678,0.2719,1.409,0.0800,0.5995,0.4572,0.8727,0.6814,0.8003,0.4882,0.8893,0.7319,1,1,1,1,0.0526,0.0000,0.1111
GFM1,0.3110,0.2924,1.154,0.0550,0.5597,0.4601,0.8244,0.8172,0.8287,0.5659,0.8879,0.5763,1,1,1,1,0.1111,0.1111,0.0000
GINS1,0.3783,0.4101,1.487,0.0100,0.3256,0.2964,0.8357,0.6301,0.9455,0.5492,0.9551,0.7765,1,1,1,1,0.0526,0.0000,0.1111
GINS2,0.3883,0.4108,1.752,0.0000,0.4502,0.2976,0.8511,0.6245,0.8929,0.5250,0.9547,0.7810,1,1,1,1,0.1765,0.0000,0.0526
GINS4,0.3623,0.4073,1.872,0.0050,0.5498,0.2393,0.8697,0.5926,0.8353,0.4935,0.9709,0.8055,1,1,1,1,0.1765,0.0000,0.0526
GLE1,0.3774,0.3912,0.810,0.0800,0.6793,0.3035,0.8356,0.6492,0.7338,0.5493,0.9528,0.7607,1,1,1,1,0.1765,0.0526,0.1111
GNL2,0.3479,0.3683,0.655,0.2150,0.2577,0.2580,0.8019,0.6527,0.9662,0.5975,0.9662,0.7576,1,1,1,1,0.1111,0.0526,0.0000
GNL3,0.2464,0.2599,0.507,0.3200,0.6799,0.3211,0.9032,0.6520,0.7333,0.4292,0.9471,0.7582,1,1,1,1,0.0526,0.0000,0.1111
GOLT1B,0.3080,0.3166,1.103,0.0900,0.6785,0.4417,0.8701,0.7325,0.7346,0.4928,0.8972,0.6808,1,1,1,1,0.1765,0.0526,0.1111
GPKOW,0.5183,0.4628,3.711,0.0000,0.5890,0.3581,0.8387,0.6561,0.8081,0.5446,0.9337,0.7547,1,1,1,1,0.0526,0.1111,0.0526
GPN2,0.3506,0.3549,1.982,0.0150,0.6491,0.4036,0.8647,0.7023,0.7607,0.5024,0.9150,0.7119,1,1,1,1,0.1111,0.0526,0.0000
GPN3,0.5141,0.5192,2.023,0.0050,0.2885,0.4542,0.7488,0.7148,0.9575,0.6628,0.8909,0.6993,1,1,1,1,0.2500,0.0526,0.0526
GPS1,0.1740,0.1690,1.299,0.0550,0.5230,0.1849,0.9258,0.6512,0.8523,0.3780,0.9828,0.7589,1,1,1,1,0.4286,0.0000,0.0000
GRB2,0.0983,0.0962,1.255,0.1000,0.8944,0.7519,0.9625,0.8525,0.4473,0.2714,0.6592,0.5227,1,1,1,1,0.0526,0.1111,0.1111
GRPEL1,0.5161,0.5304,2.184,0.0000,0.4336,0.2586,0.7966,0.5983,0.9011,0.6045,0.9660,0.8013,1,1,1,1,0.0000,0.0526,0.1111
GRSF1,0.1817,0.1776,-0.714,0.8250,0.7140,0.7859,0.8809,0.9137,0.7002,0.4734,0.6183,0.4064,1,1,1,1,0.2500,0.0526,0.0000
GSPT1,0.6166,0.6107,1.673,0.0000,0.3401,0.3336,0.7240,0.6414,0.9404,0.6898,0.9427,0.7672,1,1,1,1,0.1111,0.0000,0.0000
GTF2A1,0.3007,0.3250,2.151,0.0100,0.5580,0.6360,0.8319,0.8155,0.8298,0.5550,0.7717,0.5788,1,1,1,1,0.1111,0.1765,0.1765
GTF2A2,0.4959,0.4946,3.908,0.0000,0.6100,0.7126,0.8509,0.8368,0.7924,0.5253,0.7016,0.5475,1,1,1,1,0.1765,0.1765,0.1765
GTF2E1,0.2852,0.3105,1.425,0.0550,0.6128,0.3731,0.8709,0.6943,0.7902,0.4915,0.9278,0.7197,1,1,1,1,0.3333,0.0000,0.0000
GTF2E2,0.3638,0.3639,1.671,0.0150,0.6958,0.2308,0.8682,0.6668,0.7182,0.4963,0.9730,0.7452,1,1,1,1,0.2500,0.0000,0.0000
GTF2F2,0.2882,0.2924,2.040,0.0300,0.6270,0.3407,0.8856,0.6718,0.7790,0.4644,0.9402,0.7407,1,1,1,1,0.1111,0.1111,0.0000
GTF2H4,0.2585,0.2627,1.535,0.0350,0.7395,0.3474,0.9133,0.6901,0.6731,0.4072,0.9377,0.7237,1,1,1,1,0.1111,0.0526,0.0000
GTF3C3,0.2121,0.1889,2.798,0.0000,0.7865,0.5307,0.9577,0.7466,0.6176,0.2879,0.8475,0.6653,1,1,1,1,0.1111,0.0526,0.0526
GTPBP4,0.1539,0.1726,0.242,0.3750,0.6018,0.4043,0.9069,0.6695,0.7986,0.4214,0.9146,0.7428,1,1,1,1,0.0000,0.0000,0.0526
GUCD1,0.5825,0.5746,1.303,0.0150,0.3515,0.2902,0.7266,0.6677,0.9362,0.6871,0.9570,0.7444,1,1,1,1,0.4286,0.0000,0.0526
HARS,0.5770,0.5688,2.194,0.0000,0.3107,0.2849,0.7599,0.6300,0.9505,0.6501,0.9586,0.7766,1,1,1,1,0.1765,0.0526,0.0526
HAUS4,0.3993,0.3605,1.017,0.0200,0.5504,0.2467,0.8360,0.6071,0.8349,0.5487,0.9691,0.7947,1,1,1,1,0.1111,0.0526,0.1111
HAUS5,0.3118,0.2976,0.621,0.2550,0.6840,0.3099,0.8757,0.6441,0.7294,0.4829,0.9508,0.7649,1,1,1,1,0.1111,0.0000,0.0000
HBS1L,0.4802,0.4996,1.207,0.0650,0.3363,0.5509,0.7609,0.7198,0.9418,0.6489,0.8345,0.6942,1,1,1,1,0.0000,0.0526,0.0526
HDAC7,0.2786,0.2920,1.322,0.0400,0.3781,0.2656,0.8861,0.6370,0.9258,0.4635,0.9641,0.7709,1,1,1,1,0.2500,0.0000,0.0526
HGS,0.4155,0.4111,0.876,0.1000,0.4714,0.4763,0.7743,0.7215,0.8819,0.6328,0.8793,0.6924,1,1,1,1,0.0000,0.0000,0.0000
HIRA,0.2481,0.2119,1.460,0.0100,0.8891,0.5002,0.9471,0.7076,0.4576,0.3210,0.8659,0.7067,1,1,1,1,0.0526,0.0526,0.0526
HMGCS1,0.2973,0.3012,1.535,0.0500,0.6444,0.5952,0.8601,0.7393,0.7647,0.5101,0.8036,0.6734,1,1,1,1,0.1111,0.1111,0.0000
HNRNPC,0.5769,0.5757,2.728,0.0000,0.5869,0.4315,0.7969,0.6612,0.8096,0.6041,0.9021,0.7502,1,1,1,1,0.0000,0.0000,0.1111
HNRNPH1,0.3586,0.3582,5.796,0.0000,0.8147,0.7875,0.9462,0.9069,0.5799,0.3237,0.6163,0.4214,1,1,1,1,0.0000,0.0526,0.0000
HNRNPL,0.4601,0.4233,1.173,0.0200,0.6851,0.4437,0.8293,0.6867,0.7284,0.5588,0.8962,0.7270,1,1,1,1,0.1765,0.0526,0.1111
HNRNPU,0.3373,0.3378,6.092,0.0000,0.8416,0.9031,0.9636,0.9440,0.5401,0.2673,0.4295,0.3299,1,1,1,1,0.1111,0.0526,0.1765
HSCB,0.2005,0.2079,0.514,0.1950,0.7610,0.2049,0.9124,0.6017,0.6488,0.4093,0.9788,0.7987,1,1,1,1,0.1111,0.0526,0.0000
HSPA5,0.7448,0.7434,2.897,0.0050,0.4703,0.3295,0.5721,0.7398,0.8825,0.8202,0.9442,0.6728,1,1,1,1,0.1111,0.1111,0.1111
HSPA9,0.6937,0.6896,1.912,0.0000,0.2410,0.2187,0.6630,0.5861,0.9705,0.7486,0.9758,0.8102,1,1,1,1,0.2500,0.0526,0.0000
HSPE1,0.4383,0.4345,2.684,0.0000,0.6935,0.2730,0.8623,0.5815,0.7205,0.5063,0.9620,0.8135,1,1,1,1,0.1765,0.0526,0.1111
HUWE1,0.2636,0.2523,2.436,0.0000,0.8102,0.4896,0.9501,0.6756,0.5861,0.3120,0.8719,0.7372,1,1,1,1,0.0526,0.0000,0.0000
IARS,0.4676,0.4555,2.249,0.0000,0.6429,0.3452,0.8488,0.6512,0.7659,0.5287,0.9385,0.7589,1,1,1,1,0.1765,0.1111,0.0526
IARS2,0.5260,0.5332,2.213,0.0150,0.3682,0.3762,0.7694,0.6322,0.9297,0.6387,0.9266,0.7748,1,1,1,1,0.0000,0.0526,0.0000
ICE1,0.5609,0.5446,1.975,0.0050,0.3643,0.2553,0.7703,0.6481,0.9313,0.6377,0.9669,0.7615,1,1,1,1,0.1765,0.0526,0.0000
IGBP1,0.4328,0.4318,1.153,0.0150,0.5137,0.4315,0.8040,0.6946,0.8580,0.5946,0.9021,0.7194,1,1,1,1,0.0526,0.0000,0.1111
IK,0.4617,0.4869,1.602,0.0000,0.5614,0.2583,0.8062,0.6345,0.8276,0.5916,0.9661,0.7729,1,1,1,1,0.1111,0.0000,0.0000
ILF2,0.1116,0.1129,1.310,0.1300,0.8581,0.4016,0.9603,0.6687,0.5134,0.2789,0.9158,0.7435,1,1,1,1,0.1111,0.0000,0.0526
ILF3,0.1204,0.0895,1.607,0.0550,0.8295,0.3894,0.9732,0.6606,0.5585,0.2299,0.9211,0.7507,1,1,1,1,0.0526,0.0526,0.0526
INO80,0.1712,0.1867,3.477,0.0050,0.6341,0.4091,0.9352,0.6796,0.7733,0.3542,0.9125,0.7336,1,1,1,1,0.3333,0.1765,0.1111
INO80B,0.3194,0.3118,4.670,0.0000,0.7729,0.5123,0.9345,0.7251,0.6345,0.3560,0.8588,0.6886,1,1,1,1,0.2500,0.1111,0.1765
INTS1,0.2447,0.2386,3.400,0.0000,0.8581,0.5289,0.9561,0.7302,0.5136,0.2930,0.8487,0.6832,1,1,1,1,0.1765,0.2500,0.3333
INTS2,0.6457,0.6512,2.194,0.0050,0.2311,0.2838,0.6894,0.6339,0.9729,0.7244,0.9589,0.7734,1,1,1,1,0.1111,0.1111,0.0526
INTS3,0.3624,0.3575,2.224,0.0000,0.6370,0.3196,0.8922,0.6487,0.7709,0.4516,0.9476,0.7610,1,1,1,1,0.2500,0.0526,0.0526
INTS4,0.4591,0.4631,1.151,0.0250,0.4851,0.2810,0.8097,0.6366,0.8745,0.5869,0.9597,0.7712,1,1,1,1,0.1111,0.0000,0.0000
INTS5,0.5854,0.5907,2.260,0.0000,0.4137,0.2932,0.7681,0.6317,0.9104,0.6403,0.9561,0.7752,1,1,1,1,0.2500,0.1111,0.1111
INTS6,0.2479,0.2549,1.317,0.0200,0.8783,0.6888,0.9461,0.7908,0.4780,0.3239,0.7250,0.6121,1,1,1,1,0.1765,0.1111,0.2500
INTS8,0.6718,0.6753,2.573,0.0000,0.2841,0.2427,0.7203,0.6171,0.9588,0.6936,0.9701,0.7869,1,1,1,1,0.3333,0.2500,0.1111
INTS9,0.4921,0.5021,1.546,0.0050,0.3327,0.3613,0.7893,0.6752,0.9430,0.6140,0.9324,0.7376,1,1,1,1,0.1111,0.0526,0.0000
IPO13,0.3325,0.3384,3.431,0.0100,0.6892,0.3424,0.8687,0.6491,0.7245,0.4953,0.9396,0.7607,1,1,1,1,0.2500,0.1765,0.0526
IPO9,0.1688,0.1716,1.907,0.0050,0.8869,0.4896,0.9667,0.6890,0.4619,0.2559,0.8720,0.7248,1,1,1,1,0.1111,0.0526,0.1765
ISCU,0.2716,0.2720,-0.115,0.7200,0.7307,0.4514,0.8615,0.7426,0.6827,0.5078,0.8923,0.6697,1,1,1,1,0.0526,0.0000,0.0000
JAZF1,0.3195,0.3009,1.897,0.0000,0.8532,0.5412,0.9319,0.7353,0.5216,0.3627,0.8409,0.6778,1,1,1,1,0.0000,0.0526,0.1111
KANSL1,0.2038,0.1790,1.287,0.0300,0.6319,0.6300,0.9222,0.8538,0.7751,0.3866,0.7766,0.5207,1,1,1,1,0.1111,0.0526,0.1111
KANSL3,0.1722,0.1454,3.145,0.0100,0.6105,0.4388,0.9396,0.7795,0.7920,0.3423,0.8986,0.6264,1,1,1,1,0.3333,0.0526,0.1111
KARS,0.3291,0.3157,1.863,0.0250,0.7395,0.5340,0.9027,0.7294,0.6731,0.4303,0.8455,0.6841,1,1,1,1,0.0526,0.0000,0.0526
KAT8,0.1152,0.0880,1.761,0.0450,0.6255,0.4848,0.9124,0.7614,0.7802,0.4092,0.8746,0.6483,1,1,1,1,0.3333,0.0526,0.1111
KCTD10,-0.2857,-0.2739,-6.270,1.0000,0.6547,0.7599,0.7792,0.9588,0.7559,0.6268,0.6501,0.2839,1,1,1,1,0.0000,0.1111,0.0000
KIN,0.4109,0.4098,2.203,0.0200,0.6402,0.4279,0.8516,0.7082,0.7682,0.5242,0.9038,0.7060,1,1,1,1,0.0000,0.0526,0.0526
KPNB1,0.5546,0.5786,2.122,0.0000,0.3918,0.2911,0.7619,0.6335,0.9200,0.6477,0.9567,0.7738,1,1,1,1,0.1765,0.0526,0.0526
KRI1,0.0521,0.0781,1.058,0.1400,0.6421,0.3191,0.9389,0.6655,0.7667,0.3442,0.9477,0.7464,1,1,1,1,0.0000,0.0000,0.0000
LAMTOR4,0.0867,0.0861,-1.291,0.9000,0.8044,0.8914,0.9135,0.9732,0.5941,0.4069,0.4533,0.2298,1,1,1,1,0.0526,0.0526,0.0526
LARS,0.4587,0.4585,2.267,0.0250,0.4846,0.3104,0.8218,0.6454,0.8747,0.5697,0.9506,0.7639,1,1,1,1,0.0526,0.0526,0.0000
LAS1L,0.1339,0.1694,0.064,0.4900,0.6946,0.2708,0.9063,0.6351,0.7194,0.4226,0.9626,0.7724,1,1,1,1,0.0526,0.0526,0.0000
LETM1,0.3520,0.3600,2.468,0.0300,0.6260,0.4285,0.8448,0.6619,0.7798,0.5350,0.9035,0.7495,1,1,1,1,0.0526,0.0526,0.1111
LONP1,0.3173,0.3039,1.618,0.0550,0.6565,0.4295,0.7851,0.6459,0.7543,0.6194,0.9031,0.7634,1,1,1,1,0.1765,0.1765,0.1765
LRPPRC,0.7688,0.7659,8.243,0.0000,0.5003,0.5151,0.5762,0.5845,0.8659,0.8173,0.8571,0.8114,1,1,1,1,0.3333,0.1765,0.3333
LSG1,0.2877,0.2899,1.117,0.1050,0.4546,0.2634,0.8601,0.6422,0.8907,0.5101,0.9647,0.7665,1,1,1,1,0.0526,0.0000,0.1111
LSM10,0.4995,0.4999,12.669,0.0000,0.7339,0.6644,0.9501,0.7155,0.6793,0.3119,0.7474,0.6986,1,1,1,1,0.1111,0.0526,0.0000
LSM2,0.5018,0.4941,1.491,0.0250,0.2444,0.3112,0.7865,0.6431,0.9697,0.6176,0.9503,0.7658,1,1,1,1,0.2500,0.0000,0.1111
LSM3,0.4211,0.4156,2.407,0.0000,0.5738,0.4006,0.8670,0.6889,0.8190,0.4983,0.9163,0.7249,1,1,1,1,0.1765,0.1111,0.0526
LSM4,0.4641,0.4657,1.945,0.0200,0.4856,0.2219,0.8241,0.6282,0.8742,0.5664,0.9751,0.7781,1,1,1,1,0.3333,0.1765,0.0526
LSM5,0.3930,0.4049,2.017,0.0250,0.6287,0.2321,0.8700,0.6222,0.7777,0.4931,0.9727,0.7828,1,1,1,1,0.2500,0.1111,0.0000
LSM6,0.5383,0.5422,1.626,0.0000,0.2661,0.2921,0.7663,0.6639,0.9639,0.6425,0.9564,0.7478,1,1,1,1,0.2500,0.1765,0.0000
LSM7,0.5258,0.5116,2.110,0.0050,0.4456,0.2949,0.8023,0.6581,0.8952,0.5969,0.9555,0.7529,1,1,1,1,0.3333,0.0526,0.1111
LTV1,0.2506,0.2912,1.322,0.1050,0.2733,0.4009,0.8533,0.6896,0.9619,0.5215,0.9161,0.7242,1,1,1,1,0.0526,0.0000,0.0000
MAD2L1,0.2925,0.2963,1.527,0.0400,0.7547,0.3065,0.8947,0.6081,0.6561,0.4467,0.9519,0.7939,1,1,1,1,0.0000,0.1111,0.0526
MAGOH,0.1668,0.2107,-0.344,0.6650,0.5221,0.6522,0.7734,0.7822,0.8529,0.6340,0.7580,0.6231,1,1,1,1,0.0000,0.1765,0.1111
